Property Name,Dividend Date,dividend_per_share
Antares,12/31/2024,0.043
Bluebell,12/31/2024,0.040
Aramis,12/31/2024,0.041
Barclay,12/31/2024,0.055
Athos,12/31/2024,0.027
Bradford,12/31/2024,0.049
Caterpillar,12/31/2024,0.026
Liberty,12/31/2024,0.000
Mallard,12/31/2024,0.063
Riverwood,12/31/2024,0.039
Roanoke,12/31/2024,0.046
Zane,12/31/2024,0.061
Sherwood,12/31/2024,0.070
Tansel,12/31/2024,0.037
Tytus,12/31/2024,0.048
Williamson,12/31/2024,0.048
Arya,12/31/2024,0.047
Sansa,12/31/2024,0.071
Marcy,12/31/2024,0.083
Haybridge,12/31/2024,0.000
Layla,12/31/2024,0.052
Lola,12/31/2024,0.051
Ratliff,12/31/2024,0.070
Collinison,12/31/2024,0.038
Hardman,12/31/2024,0.039
Pebblestone,12/31/2024,0.055
Keystone,12/31/2024,0.054
Frances,12/31/2024,0.076
Ross,12/31/2024,0.062
Wyndhurst,12/31/2024,0.000
Vanzant,12/31/2024,0.068
Hargrave,12/31/2024,0.036
Hedgecrest,12/31/2024,0.039
Rachel,12/31/2024,0.070
Northbrook,12/31/2024,0.044
Hobbes,12/31/2024,0.056
Northridge,12/31/2024,0.034
Glo,12/31/2024,0.060
Hardy,12/31/2024,0.037
Caroline,12/31/2024,0.061
Breckenridge,12/31/2024,0.046
Grayson,12/31/2024,0.042
Ryland,12/31/2024,0.038
Glenncrest,12/31/2024,0.065
Laurel,12/31/2024,0.054
Oakland,12/31/2024,0.057
Phoebe,12/31/2024,0.065
Allen,12/31/2024,0.051
Langosta,12/31/2024,0.066
Sanford,12/31/2024,0.075
Bancroft,12/31/2024,0.034
Manitoba,12/31/2024,0.050
Sedgefield,12/31/2024,0.045
Scottsville,12/31/2024,0.067
Westgate,12/31/2024,0.055
Resolana,12/31/2024,0.030
Johnson,12/31/2024,0.045
Tyner,12/31/2024,0.054
Fendley,12/31/2024,0.068
Sandridge,12/31/2024,0.036
Glen,12/31/2024,0.068
Cordelia,12/31/2024,0.036
Dan,12/31/2024,0.048
Nicole,12/31/2024,0.068
Sullivan,12/31/2024,0.046
Cole,12/31/2024,0.054
Beatbox,12/31/2024,0.033
Flintwood,12/31/2024,0.041
Arnold,12/31/2024,0.032
Monterey,12/31/2024,0.044
Mystic,12/31/2024,0.032
Seneca,12/31/2024,0.049
Solano,12/31/2024,0.033
Byers,12/31/2024,0.033
Robinson,12/31/2024,0.041
Gerald,12/31/2024,0.029
Lois,12/31/2024,0.038
Harold,12/31/2024,0.030
Commodore,12/31/2024,0.036
Lierly,1/31/2025,0.080
Soapstone,1/31/2025,0.063
Pecan,1/31/2025,0.085
Patrick,1/31/2025,0.000
Plumtree,1/31/2025,0.085
Chaparral,1/31/2025,0.081
Splash,1/31/2025,0.064
Tuscan,1/31/2025,0.055
Salem,1/31/2025,0.000
Malbec,1/31/2025,0.043
Pinot,1/31/2025,0.048
Luna,1/31/2025,0.018
Kingsley,1/31/2025,0.000
Shoreline,1/31/2025,0.000
Holloway,1/31/2025,0.036
Badminton,1/31/2025,0.022
Eastfair,1/31/2025,0.000
Mojave,1/31/2025,0.048
Wentworth,1/31/2025,0.056
Cupcake,1/31/2025,0.066
Basil,1/31/2025,0.051
Lallie,1/31/2025,0.000
Dewberry,1/31/2025,0.013
Spencer,1/31/2025,0.033
Summerset,1/31/2025,0.029
Roseberry,1/31/2025,0.013
Windsor,1/31/2025,0.000
Forest,1/31/2025,0.000
Meadow,1/31/2025,0.000
Collinston,1/31/2025,0.000
Saddlebred,1/31/2025,0.000
Odessa,1/31/2025,0.020
Lily,1/31/2025,0.026
Saturn,1/31/2025,0.000
Sugar,1/31/2025,0.028
Coatbridge,1/31/2025,0.009
Lennox,1/31/2025,0.032
Olive,1/31/2025,0.020
Dawson,1/31/2025,0.032
Ridge,1/31/2025,0.018
Bayside,1/31/2025,0.034
Elm,1/31/2025,0.045
River,1/31/2025,0.086
Amber,1/31/2025,0.017
Westchester,1/31/2025,0.000
Limestone,1/31/2025,0.000
Jupiter,1/31/2025,0.037
Weldon,1/31/2025,0.021
Holland,1/31/2025,0.046
Elevation,1/31/2025,0.000
Oly,1/31/2025,0.010
McLovin,1/31/2025,0.029
Matchingham,1/31/2025,0.046
Rooney,1/31/2025,0.040
Diablo,1/31/2025,0.036
KerriAnn,1/31/2025,0.015
Sigma,1/31/2025,0.033
Grant,1/31/2025,0.035
Bandelier,1/31/2025,0.016
Ensenada,1/31/2025,0.026
Davidson,1/31/2025,0.000
Vernon,1/31/2025,0.034
Murphy,1/31/2025,0.022
Dolittle,1/31/2025,0.000
Butter,1/31/2025,0.024
Ribbonwalk,1/31/2025,0.000
Scepter,1/31/2025,0.021
Delta,1/31/2025,0.000
Saint,1/31/2025,0.069
Lovejoy,1/31/2025,0.021
Emporia,1/31/2025,0.000
Wave,1/31/2025,0.000
Tuxford,1/31/2025,0.000
Greenhill,1/31/2025,0.038
Kawana,1/31/2025,0.055
Chelsea,1/31/2025,0.040
Terracotta,1/31/2025,0.000
Otoro,1/31/2025,0.000
Hollandaise,1/31/2025,0.000
Hadden,1/31/2025,0.000
Avebury,1/31/2025,0.022
Tulip,1/31/2025,0.000
Jack,1/31/2025,0.021
Bedford,1/31/2025,0.000
Louise,1/31/2025,0.020
Gardens,1/31/2025,0.036
Peanut,1/31/2025,0.044
100,1/31/2025,0.015
Grove,1/31/2025,0.000
Lanier,1/31/2025,0.000
Mammoth,1/31/2025,0.000
McGregor,1/31/2025,0.046
Point,1/31/2025,0.000
Roxy,1/31/2025,0.035
Wisteria,1/31/2025,0.026
Heron,1/31/2025,0.000
Stonebriar,1/31/2025,0.038
Heritage,1/31/2025,0.020
Magnolia,1/31/2025,0.000
Kirkwood,1/31/2025,0.091
Rosewood,1/31/2025,0.036
Apollo,1/31/2025,0.016
Baron,1/31/2025,0.026
Swift,1/31/2025,0.028
Wescott,1/31/2025,0.015
Wildwood,1/31/2025,0.052
Madison,1/31/2025,0.035
Abbington,1/31/2025,0.049
Burlington,1/31/2025,0.016
Lannister,1/31/2025,0.011
Nugget,1/31/2025,0.018
Pearl,1/31/2025,0.000
Hines,1/31/2025,0.029
Ritter,1/31/2025,0.031
101,1/31/2025,0.031
Jake,1/31/2025,0.000
Holcomb,1/31/2025,0.027
Latte,1/31/2025,0.000
Dunbar,1/31/2025,0.000
Lookout,1/31/2025,0.035
Reynolds,1/31/2025,0.020
Kennesaw,1/31/2025,0.031
Pioneer,1/31/2025,0.028
Bazzel,1/31/2025,0.000
June,1/31/2025,0.017
Johnny,1/31/2025,0.032
Osprey,1/31/2025,0.000
Riverwalk,1/31/2025,0.000
Collier,1/31/2025,0.054
Folly,1/31/2025,0.007
Dorchester,1/31/2025,0.000
Dogwood,1/31/2025,0.039
Walton,1/31/2025,0.000
Clover,1/31/2025,0.037
Dolly,1/31/2025,0.047
Kenny,1/31/2025,0.041
Creekside,1/31/2025,0.040
Willow,1/31/2025,0.025
Wilson,1/31/2025,0.036
Daisy,1/31/2025,0.036
Henry,1/31/2025,0.009
Sodalis,1/31/2025,0.000
Loretta,1/31/2025,0.000
Conway,1/31/2025,0.030
Belle,1/31/2025,0.013
Chitwood,1/31/2025,0.031
Spring,1/31/2025,0.016
Highland,1/31/2025,0.000
Wellington,1/31/2025,0.029
Braxton,1/31/2025,0.027
Reginald,1/31/2025,0.000
Camino,1/31/2025,0.034
Winston,1/31/2025,0.033
Inglewood,1/31/2025,0.040
Richardson,1/31/2025,0.040
Cumberland,1/31/2025,0.042
Bonneau,1/31/2025,0.000
Blossom,1/31/2025,0.044
Marcelo,1/31/2025,0.038
Taylor,1/31/2025,0.032
Aster,1/31/2025,0.008
Quincy,1/31/2025,0.033
Jill,1/31/2025,0.026
Marietta,1/31/2025,0.000
Mae,1/31/2025,0.000
Chester,1/31/2025,0.028
Shallowford,1/31/2025,0.011
Cypress,1/31/2025,0.030
Harrison,1/31/2025,0.024
Piedmont,1/31/2025,0.018
Kessler,1/31/2025,0.010
Creekwood,1/31/2025,0.021
Oasis,1/31/2025,0.010
Pointbreak,1/31/2025,0.021
Hammock,1/31/2025,0.010
Ace,1/31/2025,0.035
Cardinal,1/31/2025,0.042
Orchard,1/31/2025,0.010
Mirage,1/31/2025,0.010
Hansel,1/31/2025,0.012
Falcon,1/31/2025,0.035
Eagle,1/31/2025,0.040
Goose,1/31/2025,0.042
Cactus,1/31/2025,0.038
Opry,1/31/2025,0.010
Gretal,1/31/2025,0.052
Mimosa,1/31/2025,0.000
Redondo,1/31/2025,0.000
Sundance,1/31/2025,0.027
Lakeridge,1/31/2025,0.015
Serenity,1/31/2025,0.030
Sugarcreek,1/31/2025,0.010
Palm,1/31/2025,0.000
Chickamauga,1/31/2025,0.048
Sequoyah,1/31/2025,0.038
Havasu,1/31/2025,0.010
Litton,1/31/2025,0.081
Brainerd,1/31/2025,0.065
Brooklyn,1/31/2025,0.049
Regal,1/31/2025,0.010
Lurleen,1/31/2025,0.028
Haven,1/31/2025,0.040
Regency,1/31/2025,0.042
Sunnyside,1/31/2025,0.058
Korin,1/31/2025,0.042
Dops,1/31/2025,0.040
Lodge,1/31/2025,0.020
Chilhowee,1/31/2025,0.035
Sheezy,1/31/2025,0.052
Myrtle,1/31/2025,0.020
Kinlani,1/31/2025,0.050
Hickorybear,1/31/2025,0.010
Brennan,1/31/2025,0.000
Sajni,1/31/2025,0.013
Tuscarora,1/31/2025,0.038
Salinas,1/31/2025,0.041
Hansard,1/31/2025,0.037
Jefferson,1/31/2025,0.073
Marie,1/31/2025,0.083
Ella,1/31/2025,0.042
Cristalino,1/31/2025,0.029
Hermanos,1/31/2025,0.016
Bowling,1/31/2025,0.054
Emelina,1/31/2025,0.045
Caden,1/31/2025,0.000
Pasquin,1/31/2025,0.010
Koi,1/31/2025,0.035
Longbranch,1/31/2025,0.020
Coolbaugh,1/31/2025,0.000
Pinkshell,1/31/2025,0.010
Camellia,1/31/2025,0.036
Palmore,1/31/2025,0.044
Brookwood,1/31/2025,0.036
Lithonia,1/31/2025,0.023
Haverhill,1/31/2025,0.030
Woodwind,1/31/2025,0.000
Aspen,1/31/2025,0.045
Thomas,1/31/2025,0.056
Bennett,1/31/2025,0.047
Loop,1/31/2025,0.010
Pickler,1/31/2025,0.050
Benny,1/31/2025,0.038
Montgomery,1/31/2025,0.029
Summerglen,1/31/2025,0.041
Portsmouth,1/31/2025,0.046
Westhaven,1/31/2025,0.000
Cordero,1/31/2025,0.043
Wheeler,1/31/2025,0.059
Watson,1/31/2025,0.077
Holmes,1/31/2025,0.077
Hamblen,1/31/2025,0.080
Ethan,1/31/2025,0.023
Helmerich,1/31/2025,0.040
Claremore,1/31/2025,0.000
Bryant,1/31/2025,0.037
Hancock,1/31/2025,0.057
Wynde,1/31/2025,0.046
Haikey,1/31/2025,0.039
Alta,1/31/2025,0.010
Preciosa,1/31/2025,0.030
Arkoma,1/31/2025,0.070
Gordon,1/31/2025,0.049
Lucas,1/31/2025,0.034
Woodland,1/31/2025,0.053
Macomber,1/31/2025,0.037
Meridian,1/31/2025,0.051
Pongo,1/31/2025,0.038
Perdita,1/31/2025,0.037
Seafoam,1/31/2025,0.010
Tiara,1/31/2025,0.010
Coquina,1/31/2025,0.020
Billingswood,1/31/2025,0.010
Smokey,1/31/2025,0.020
Cove,1/31/2025,0.048
Belvedere,1/31/2025,0.050
Avondale,1/31/2025,0.035
Martell,1/31/2025,0.037
Sandbar,1/31/2025,0.010
Knoll,1/31/2025,0.010
Mycroft,1/31/2025,0.081
Longwoods,1/31/2025,0.034
Louis,1/31/2025,0.048
Fenwick,1/31/2025,0.028
Sims,1/31/2025,0.042
Osceola,1/31/2025,0.000
Augusta,1/31/2025,0.042
Cawley,1/31/2025,0.034
Bella,1/31/2025,0.033
Foster,1/31/2025,0.044
Franklin,1/31/2025,0.040
General,1/31/2025,0.043
Marion,1/31/2025,0.035
Marple,1/31/2025,0.015
Mary,1/31/2025,0.061
Onyx,1/31/2025,0.042
Palmer,1/31/2025,0.041
Porthos,1/31/2025,0.040
Simon,1/31/2025,0.059
Theodore,1/31/2025,0.044
Solstice,1/31/2025,0.025
Chinook,1/31/2025,0.043
Bergenia,1/31/2025,0.056
Felix,1/31/2025,0.037
Oscar,1/31/2025,0.034
Ellen,1/31/2025,0.038
SuiteSpot,1/31/2025,0.035
Alvin,1/31/2025,0.057
Ballinger,1/31/2025,0.078
Briarwood,1/31/2025,0.082
Eastwood,1/31/2025,0.049
Abernant,1/31/2025,0.040
Calvin,1/31/2025,0.048
Fletcher,1/31/2025,0.048
Irene,1/31/2025,0.080
Peterson,1/31/2025,0.049
Richmond,1/31/2025,0.034
Winchester,1/31/2025,0.000
Bean,1/31/2025,0.047
Ellie,1/31/2025,0.000
Antares,1/31/2025,0.044
Bluebell,1/31/2025,0.040
Aramis,1/31/2025,0.031
Barclay,1/31/2025,0.045
Athos,1/31/2025,0.033
Bradford,1/31/2025,0.042
Caterpillar,1/31/2025,0.026
Liberty,1/31/2025,0.010
Mallard,1/31/2025,0.063
Riverwood,1/31/2025,0.031
Roanoke,1/31/2025,0.043
Zane,1/31/2025,0.058
Sherwood,1/31/2025,0.076
Tansel,1/31/2025,0.022
Tytus,1/31/2025,0.046
Williamson,1/31/2025,0.050
Arya,1/31/2025,0.049
Sansa,1/31/2025,0.078
Marcy,1/31/2025,0.082
Haybridge,1/31/2025,0.000
Layla,1/31/2025,0.055
Lola,1/31/2025,0.078
Ratliff,1/31/2025,0.066
Collinison,1/31/2025,0.038
Hardman,1/31/2025,0.051
Pebblestone,1/31/2025,0.052
Keystone,1/31/2025,0.041
Frances,1/31/2025,0.081
Ross,1/31/2025,0.067
Wyndhurst,1/31/2025,0.000
Vanzant,1/31/2025,0.074
Hargrave,1/31/2025,0.036
Hedgecrest,1/31/2025,0.051
Rachel,1/31/2025,0.065
Northbrook,1/31/2025,0.039
Hobbes,1/31/2025,0.041
Northridge,1/31/2025,0.034
Breckenridge,1/31/2025,0.044
Glenncrest,1/31/2025,0.063
Laurel,1/31/2025,0.056
Oakland,1/31/2025,0.060
Phoebe,1/31/2025,0.064
Allen,1/31/2025,0.055
Sanford,1/31/2025,0.081
Sedgefield,1/31/2025,0.041
Westgate,1/31/2025,0.058
Resolana,1/31/2025,0.053
Johnson,1/31/2025,0.047
Tyner,1/31/2025,0.059
Sandridge,1/31/2025,0.077
Cordelia,1/31/2025,0.041
Dan,1/31/2025,0.045
Nicole,1/31/2025,0.075
Sullivan,1/31/2025,0.045
Cole,1/31/2025,0.053
Beatbox,1/31/2025,0.033
Flintwood,1/31/2025,0.044
Arnold,1/31/2025,0.032
Monterey,1/31/2025,0.059
Mystic,1/31/2025,0.037
Seneca,1/31/2025,0.042
Solano,1/31/2025,0.033
Byers,1/31/2025,0.033
Robinson,1/31/2025,0.041
Gerald,1/31/2025,0.027
Lois,1/31/2025,0.038
Harold,1/31/2025,0.030
Commodore,1/31/2025,0.035
Sachi,1/31/2025,0.036
Misty,1/31/2025,0.041
Langley,1/31/2025,0.038
Wendell,1/31/2025,0.037
Wizard,1/31/2025,0.036
Annadale,1/31/2025,0.031
Adams,1/31/2025,0.037
Westbury,1/31/2025,0.036
Gentry,1/31/2025,0.037
Troxler,1/31/2025,0.037
Lierly,2/28/2025,0.079
Soapstone,2/28/2025,0.057
Pecan,2/28/2025,0.080
Patrick,2/28/2025,0.040
Plumtree,2/28/2025,0.063
Chaparral,2/28/2025,0.000
Splash,2/28/2025,0.058
Tuscan,2/28/2025,0.063
Salem,2/28/2025,0.000
Malbec,2/28/2025,0.039
Pinot,2/28/2025,0.000
Luna,2/28/2025,0.027
Kingsley,2/28/2025,0.000
Shoreline,2/28/2025,0.010
Holloway,2/28/2025,0.028
Badminton,2/28/2025,0.028
Eastfair,2/28/2025,0.000
Mojave,2/28/2025,0.048
Wentworth,2/28/2025,0.055
Cupcake,2/28/2025,0.056
Basil,2/28/2025,0.034
Lallie,2/28/2025,0.000
Dewberry,2/28/2025,0.000
Spencer,2/28/2025,0.033
Summerset,2/28/2025,0.027
Roseberry,2/28/2025,0.030
Windsor,2/28/2025,0.000
Forest,2/28/2025,0.023
Meadow,2/28/2025,0.066
Collinston,2/28/2025,0.019
Saddlebred,2/28/2025,0.000
Odessa,2/28/2025,0.009
Lily,2/28/2025,0.000
Saturn,2/28/2025,0.058
Sugar,2/28/2025,0.018
Coatbridge,2/28/2025,0.000
Lennox,2/28/2025,0.022
Olive,2/28/2025,0.000
Dawson,2/28/2025,0.018
Ridge,2/28/2025,0.048
Bayside,2/28/2025,0.000
Elm,2/28/2025,0.033
River,2/28/2025,0.000
Amber,2/28/2025,0.037
Westchester,2/28/2025,0.015
Limestone,2/28/2025,0.000
Jupiter,2/28/2025,0.032
Weldon,2/28/2025,0.032
Holland,2/28/2025,0.019
Elevation,2/28/2025,0.000
Oly,2/28/2025,0.023
McLovin,2/28/2025,0.025
Matchingham,2/28/2025,0.052
Rooney,2/28/2025,0.025
Diablo,2/28/2025,0.037
KerriAnn,2/28/2025,0.000
Sigma,2/28/2025,0.017
Grant,2/28/2025,0.037
Bandelier,2/28/2025,0.008
Ensenada,2/28/2025,0.000
Davidson,2/28/2025,0.028
Vernon,2/28/2025,0.031
Murphy,2/28/2025,0.016
Dolittle,2/28/2025,0.021
Butter,2/28/2025,0.030
Ribbonwalk,2/28/2025,0.017
Scepter,2/28/2025,0.017
Delta,2/28/2025,0.000
Saint,2/28/2025,0.064
Lovejoy,2/28/2025,0.028
Emporia,2/28/2025,0.000
Wave,2/28/2025,0.000
Tuxford,2/28/2025,0.000
Greenhill,2/28/2025,0.032
Kawana,2/28/2025,0.052
Chelsea,2/28/2025,0.051
Terracotta,2/28/2025,0.000
Otoro,2/28/2025,0.000
Hollandaise,2/28/2025,0.017
Hadden,2/28/2025,0.000
Avebury,2/28/2025,0.031
Tulip,2/28/2025,0.037
Jack,2/28/2025,0.019
Bedford,2/28/2025,0.000
Louise,2/28/2025,0.039
Gardens,2/28/2025,0.049
Peanut,2/28/2025,0.044
100,2/28/2025,0.016
Grove,2/28/2025,0.000
Lanier,2/28/2025,0.000
Mammoth,2/28/2025,0.000
McGregor,2/28/2025,0.021
Point,2/28/2025,0.009
Roxy,2/28/2025,0.008
Wisteria,2/28/2025,0.000
Heron,2/28/2025,0.000
Stonebriar,2/28/2025,0.031
Heritage,2/28/2025,0.000
Magnolia,2/28/2025,0.000
Kirkwood,2/28/2025,0.015
Rosewood,2/28/2025,0.036
Apollo,2/28/2025,0.029
Baron,2/28/2025,0.036
Swift,2/28/2025,0.044
Wescott,2/28/2025,0.012
Wildwood,2/28/2025,0.036
Madison,2/28/2025,0.007
Abbington,2/28/2025,0.037
Burlington,2/28/2025,0.019
Lannister,2/28/2025,0.018
Nugget,2/28/2025,0.027
Pearl,2/28/2025,0.000
Hines,2/28/2025,0.029
Ritter,2/28/2025,0.025
101,2/28/2025,0.028
Jake,2/28/2025,0.026
Holcomb,2/28/2025,0.042
Latte,2/28/2025,0.025
Dunbar,2/28/2025,0.000
Lookout,2/28/2025,0.032
Reynolds,2/28/2025,0.043
Kennesaw,2/28/2025,0.035
Pioneer,2/28/2025,0.026
Bazzel,2/28/2025,0.012
June,2/28/2025,0.020
Johnny,2/28/2025,0.000
Osprey,2/28/2025,0.025
Riverwalk,2/28/2025,0.027
Collier,2/28/2025,0.031
Folly,2/28/2025,0.028
Dorchester,2/28/2025,0.012
Dogwood,2/28/2025,0.040
Walton,2/28/2025,0.023
Clover,2/28/2025,0.031
Dolly,2/28/2025,0.028
Kenny,2/28/2025,0.030
Creekside,2/28/2025,0.030
Willow,2/28/2025,0.020
Wilson,2/28/2025,0.038
Daisy,2/28/2025,0.036
Henry,2/28/2025,0.019
Sodalis,2/28/2025,0.000
Loretta,2/28/2025,0.000
Conway,2/28/2025,0.020
Belle,2/28/2025,0.025
Chitwood,2/28/2025,0.041
Spring,2/28/2025,0.036
Highland,2/28/2025,0.000
Wellington,2/28/2025,0.042
Braxton,2/28/2025,0.030
Reginald,2/28/2025,0.000
Camino,2/28/2025,0.041
Winston,2/28/2025,0.022
Inglewood,2/28/2025,0.027
Richardson,2/28/2025,0.038
Cumberland,2/28/2025,0.032
Bonneau,2/28/2025,0.024
Blossom,2/28/2025,0.029
Marcelo,2/28/2025,0.032
Taylor,2/28/2025,0.000
Aster,2/28/2025,0.000
Quincy,2/28/2025,0.030
Jill,2/28/2025,0.026
Marietta,2/28/2025,0.000
Mae,2/28/2025,0.040
Chester,2/28/2025,0.023
Shallowford,2/28/2025,0.010
Cypress,2/28/2025,0.024
Harrison,2/28/2025,0.022
Piedmont,2/28/2025,0.018
Kessler,2/28/2025,0.000
Creekwood,2/28/2025,0.018
Oasis,2/28/2025,0.010
Pointbreak,2/28/2025,0.015
Hammock,2/28/2025,0.010
Ace,2/28/2025,0.035
Cardinal,2/28/2025,0.025
Orchard,2/28/2025,0.010
Mirage,2/28/2025,0.010
Hansel,2/28/2025,0.000
Falcon,2/28/2025,0.035
Eagle,2/28/2025,0.040
Goose,2/28/2025,0.042
Cactus,2/28/2025,0.028
Opry,2/28/2025,0.010
Gretal,2/28/2025,0.045
Mimosa,2/28/2025,0.021
Redondo,2/28/2025,0.000
Sundance,2/28/2025,0.020
Lakeridge,2/28/2025,0.010
Serenity,2/28/2025,0.030
Sugarcreek,2/28/2025,0.010
Palm,2/28/2025,0.000
Chickamauga,2/28/2025,0.036
Sequoyah,2/28/2025,0.039
Havasu,2/28/2025,0.010
Litton,2/28/2025,0.031
Brainerd,2/28/2025,0.053
Brooklyn,2/28/2025,0.033
Regal,2/28/2025,0.010
Lurleen,2/28/2025,0.000
Haven,2/28/2025,0.036
Regency,2/28/2025,0.000
Sunnyside,2/28/2025,0.047
Korin,2/28/2025,0.048
Dops,2/28/2025,0.040
Lodge,2/28/2025,0.010
Chilhowee,2/28/2025,0.036
Sheezy,2/28/2025,0.045
Myrtle,2/28/2025,0.020
Kinlani,2/28/2025,0.060
Hickorybear,2/28/2025,0.010
Brennan,2/28/2025,0.000
Sajni,2/28/2025,0.000
Tuscarora,2/28/2025,0.050
Salinas,2/28/2025,0.036
Hansard,2/28/2025,0.035
Jefferson,2/28/2025,0.051
Marie,2/28/2025,0.053
Ella,2/28/2025,0.030
Cristalino,2/28/2025,0.038
Hermanos,2/28/2025,0.032
Bowling,2/28/2025,0.049
Emelina,2/28/2025,0.042
Caden,2/28/2025,0.018
Pasquin,2/28/2025,0.010
Koi,2/28/2025,0.030
Longbranch,2/28/2025,0.020
Coolbaugh,2/28/2025,0.000
Pinkshell,2/28/2025,0.010
Camellia,2/28/2025,0.039
Palmore,2/28/2025,0.000
Brookwood,2/28/2025,0.042
Lithonia,2/28/2025,0.025
Haverhill,2/28/2025,0.082
Woodwind,2/28/2025,0.000
Aspen,2/28/2025,0.013
Thomas,2/28/2025,0.057
Bennett,2/28/2025,0.050
Loop,2/28/2025,0.010
Pickler,2/28/2025,0.060
Benny,2/28/2025,0.007
Montgomery,2/28/2025,0.030
Summerglen,2/28/2025,0.034
Portsmouth,2/28/2025,0.043
Westhaven,2/28/2025,0.025
Cordero,2/28/2025,0.044
Wheeler,2/28/2025,0.047
Watson,2/28/2025,0.044
Holmes,2/28/2025,0.039
Hamblen,2/28/2025,0.062
Ethan,2/28/2025,0.037
Helmerich,2/28/2025,0.037
Claremore,2/28/2025,0.012
Bryant,2/28/2025,0.034
Hancock,2/28/2025,0.000
Wynde,2/28/2025,0.046
Haikey,2/28/2025,0.052
Alta,2/28/2025,0.010
Preciosa,2/28/2025,0.030
Arkoma,2/28/2025,0.042
Gordon,2/28/2025,0.042
Lucas,2/28/2025,0.000
Woodland,2/28/2025,0.060
Macomber,2/28/2025,0.037
Meridian,2/28/2025,0.014
Pongo,2/28/2025,0.044
Perdita,2/28/2025,0.040
Seafoam,2/28/2025,0.010
Tiara,2/28/2025,0.010
Coquina,2/28/2025,0.020
Billingswood,2/28/2025,0.010
Smokey,2/28/2025,0.020
Cove,2/28/2025,0.000
Belvedere,2/28/2025,0.044
Avondale,2/28/2025,0.033
Martell,2/28/2025,0.038
Sandbar,2/28/2025,0.010
Knoll,2/28/2025,0.010
Mycroft,2/28/2025,0.052
Longwoods,2/28/2025,0.032
Louis,2/28/2025,0.045
Fenwick,2/28/2025,0.028
Sims,2/28/2025,0.036
Osceola,2/28/2025,0.000
Augusta,2/28/2025,0.041
Cawley,2/28/2025,0.039
Bella,2/28/2025,0.036
Foster,2/28/2025,0.048
Franklin,2/28/2025,0.036
General,2/28/2025,0.044
Marion,2/28/2025,0.029
Marple,2/28/2025,0.000
Mary,2/28/2025,0.040
Onyx,2/28/2025,0.044
Palmer,2/28/2025,0.037
Porthos,2/28/2025,0.035
Simon,2/28/2025,0.040
Theodore,2/28/2025,0.041
Solstice,2/28/2025,0.025
Chinook,2/28/2025,0.033
Bergenia,2/28/2025,0.042
Felix,2/28/2025,0.033
Oscar,2/28/2025,0.030
Ellen,2/28/2025,0.031
SuiteSpot,2/28/2025,0.035
Alvin,2/28/2025,0.044
Ballinger,2/28/2025,0.044
Briarwood,2/28/2025,0.065
Eastwood,2/28/2025,0.041
Abernant,2/28/2025,0.031
Calvin,2/28/2025,0.052
Fletcher,2/28/2025,0.049
Irene,2/28/2025,0.047
Peterson,2/28/2025,0.036
Richmond,2/28/2025,0.031
Winchester,2/28/2025,0.032
Bean,2/28/2025,0.034
Ellie,2/28/2025,0.000
Antares,2/28/2025,0.039
Bluebell,2/28/2025,0.045
Aramis,2/28/2025,0.035
Barclay,2/28/2025,0.046
Athos,2/28/2025,0.026
Bradford,2/28/2025,0.044
Caterpillar,2/28/2025,0.026
Liberty,2/28/2025,0.036
Mallard,2/28/2025,0.049
Riverwood,2/28/2025,0.042
Roanoke,2/28/2025,0.047
Zane,2/28/2025,0.049
Sherwood,2/28/2025,0.040
Tansel,2/28/2025,0.000
Tytus,2/28/2025,0.045
Williamson,2/28/2025,0.045
Arya,2/28/2025,0.034
Sansa,2/28/2025,0.039
Marcy,2/28/2025,0.065
Haybridge,2/28/2025,0.026
Layla,2/28/2025,0.048
Lola,2/28/2025,0.047
Ratliff,2/28/2025,0.034
Collinison,2/28/2025,0.000
Hardman,2/28/2025,0.038
Pebblestone,2/28/2025,0.046
Keystone,2/28/2025,0.041
Frances,2/28/2025,0.059
Ross,2/28/2025,0.040
Wyndhurst,2/28/2025,0.020
Vanzant,2/28/2025,0.054
Hargrave,2/28/2025,0.056
Hedgecrest,2/28/2025,0.023
Rachel,2/28/2025,0.036
Northbrook,2/28/2025,0.031
Hobbes,2/28/2025,0.042
Northridge,2/28/2025,0.022
Breckenridge,2/28/2025,0.035
Glenncrest,2/28/2025,0.052
Laurel,2/28/2025,0.046
Oakland,2/28/2025,0.048
Phoebe,2/28/2025,0.036
Allen,2/28/2025,0.047
Sanford,2/28/2025,0.060
Sedgefield,2/28/2025,0.039
Westgate,2/28/2025,0.046
Resolana,2/28/2025,0.023
Johnson,2/28/2025,0.039
Tyner,2/28/2025,0.040
Sandridge,2/28/2025,0.043
Cordelia,2/28/2025,0.036
Dan,2/28/2025,0.029
Nicole,2/28/2025,0.043
Sullivan,2/28/2025,0.038
Cole,2/28/2025,0.041
Beatbox,2/28/2025,0.033
Flintwood,2/28/2025,0.046
Arnold,2/28/2025,0.044
Monterey,2/28/2025,0.040
Mystic,2/28/2025,0.033
Seneca,2/28/2025,0.048
Solano,2/28/2025,0.033
Byers,2/28/2025,0.033
Robinson,2/28/2025,0.043
Gerald,2/28/2025,0.022
Lois,2/28/2025,0.039
Harold,2/28/2025,0.029
Commodore,2/28/2025,0.030
Sachi,2/28/2025,0.033
Misty,2/28/2025,0.040
