Property Name,Dividend Date,dividend_per_share
Saddlebred,1/31/2024,0.020
Odessa,1/31/2024,0.020
Lily,1/31/2024,0.010
Saturn,1/31/2024,0.030
Sugar,1/31/2024,0.027
Coatbridge,1/31/2024,0.033
Lennox,1/31/2024,0.050
Olive,1/31/2024,0.033
Dawson,1/31/2024,0.027
Ridge,1/31/2024,0.047
Bayside,1/31/2024,0.047
Elm,1/31/2024,0.027
River,1/31/2024,0.050
Amber,1/31/2024,0.020
Westchester,1/31/2024,0.043
Limestone,1/31/2024,0.000
Jupiter,1/31/2024,0.023
Weldon,1/31/2024,0.023
Holland,1/31/2024,0.023
Elevation,1/31/2024,0.017
Oly,1/31/2024,0.030
McLovin,1/31/2024,0.033
Matchingham,1/31/2024,0.060
Rooney,1/31/2024,0.023
Diablo,1/31/2024,0.020
KerriAnn,1/31/2024,0.020
Sigma,1/31/2024,0.030
Grant,1/31/2024,0.033
Bandelier,1/31/2024,0.023
Ensenada,1/31/2024,0.033
Davidson,1/31/2024,0.023
Vernon,1/31/2024,0.030
Murphy,1/31/2024,0.047
Dolittle,1/31/2024,0.033
Butter,1/31/2024,0.037
Ribbonwalk,1/31/2024,0.023
Scepter,1/31/2024,0.023
Delta,1/31/2024,0.000
Saint,1/31/2024,0.040
Lovejoy,1/31/2024,0.033
Emporia,1/31/2024,0.027
Wave,1/31/2024,0.000
Tuxford,1/31/2024,0.027
Greenhill,1/31/2024,0.040
Kawana,1/31/2024,0.037
Chelsea,1/31/2024,0.040
Terracotta,1/31/2024,0.040
Otoro,1/31/2024,0.000
Hollandaise,1/31/2024,0.030
Hadden,1/31/2024,0.050
Avebury,1/31/2024,0.030
Tulip,1/31/2024,0.027
Jack,1/31/2024,0.023
Bedford,1/31/2024,0.053
Louise,1/31/2024,0.043
Gardens,1/31/2024,0.040
Peanut,1/31/2024,0.033
100,1/31/2024,0.030
Grove,1/31/2024,0.023
Lanier,1/31/2024,0.030
Mammoth,1/31/2024,0.000
McGregor,1/31/2024,0.027
Point,1/31/2024,0.030
Roxy,1/31/2024,0.020
Wisteria,1/31/2024,0.020
Heron,1/31/2024,0.027
Stonebriar,1/31/2024,0.023
Heritage,1/31/2024,0.027
Magnolia,1/31/2024,0.027
Kirkwood,1/31/2024,0.023
Rosewood,1/31/2024,0.020
Apollo,1/31/2024,0.027
Baron,1/31/2024,0.017
Swift,1/31/2024,0.023
Wescott,1/31/2024,0.017
Wildwood,1/31/2024,0.027
Madison,1/31/2024,0.020
Abbington,1/31/2024,0.017
Burlington,1/31/2024,0.017
Lannister,1/31/2024,0.023
Nugget,1/31/2024,0.023
Pearl,1/31/2024,0.027
Hines,1/31/2024,0.023
Ritter,1/31/2024,0.000
101,1/31/2024,0.010
Jake,1/31/2024,0.017
Holcomb,1/31/2024,0.023
Latte,1/31/2024,0.020
Dunbar,1/31/2024,0.017
Lookout,1/31/2024,0.023
Reynolds,1/31/2024,0.023
Kennesaw,1/31/2024,0.020
Pioneer,1/31/2024,0.017
Bazzel,1/31/2024,0.017
June,1/31/2024,0.017
Johnny,1/31/2024,0.020
Osprey,1/31/2024,0.020
Riverwalk,1/31/2024,0.000
Collier,1/31/2024,0.023
Folly,1/31/2024,0.023
Dorchester,1/31/2024,0.023
Dogwood,1/31/2024,0.030
Walton,1/31/2024,0.020
Clover,1/31/2024,0.033
Dolly,1/31/2024,0.010
Kenny,1/31/2024,0.010
Creekside,1/31/2024,0.033
Willow,1/31/2024,0.030
Wilson,1/31/2024,0.030
Daisy,1/31/2024,0.030
Henry,1/31/2024,0.000
Sodalis,1/31/2024,0.020
Loretta,1/31/2024,0.010
Conway,1/31/2024,0.010
Belle,1/31/2024,0.017
Chitwood,1/31/2024,0.030
Spring,1/31/2024,0.030
Highland,1/31/2024,0.023
Wellington,1/31/2024,0.030
Braxton,1/31/2024,0.040
Reginald,1/31/2024,0.017
Camino,1/31/2024,0.033
Winston,1/31/2024,0.030
Inglewood,1/31/2024,0.020
Richardson,1/31/2024,0.030
Cumberland,1/31/2024,0.030
Bonneau,1/31/2024,0.023
Blossom,1/31/2024,0.033
Marcelo,1/31/2024,0.037
Taylor,1/31/2024,0.020
Aster,1/31/2024,0.017
Quincy,1/31/2024,0.020
Jill,1/31/2024,0.027
Marietta,1/31/2024,0.027
Mae,1/31/2024,0.030
Chester,1/31/2024,0.020
Shallowford,1/31/2024,0.027
Cypress,1/31/2024,0.020
Harrison,1/31/2024,0.020
Piedmont,1/31/2024,0.020
Kessler,1/31/2024,0.017
Creekwood,1/31/2024,0.020
Oasis,1/31/2024,0.037
Pointbreak,1/31/2024,0.017
Hammock,1/31/2024,0.017
Ace,1/31/2024,0.043
Cardinal,1/31/2024,0.043
Orchard,1/31/2024,0.017
Mirage,1/31/2024,0.020
Hansel,1/31/2024,0.027
Falcon,1/31/2024,0.040
Eagle,1/31/2024,0.043
Goose,1/31/2024,0.047
Cactus,1/31/2024,0.043
Opry,1/31/2024,0.030
Gretal,1/31/2024,0.027
Mimosa,1/31/2024,0.040
Redondo,1/31/2024,0.027
Sundance,1/31/2024,0.030
Lakeridge,1/31/2024,0.017
Serenity,1/31/2024,0.050
Sugarcreek,1/31/2024,0.017
Palm,1/31/2024,0.017
Chickamauga,1/31/2024,0.033
Sequoyah,1/31/2024,0.030
Havasu,1/31/2024,0.027
Litton,1/31/2024,0.037
Brainerd,1/31/2024,0.037
Brooklyn,1/31/2024,0.030
Regal,1/31/2024,0.033
Lurleen,1/31/2024,0.040
Haven,1/31/2024,0.033
Regency,1/31/2024,0.043
Sunnyside,1/31/2024,0.047
Korin,1/31/2024,0.040
Dops,1/31/2024,0.040
Lodge,1/31/2024,0.037
Chilhowee,1/31/2024,0.040
Sheezy,1/31/2024,0.047
Myrtle,1/31/2024,0.023
Kinlani,1/31/2024,0.040
Hickorybear,1/31/2024,0.040
Brennan,1/31/2024,0.000
Sajni,1/31/2024,0.040
Tuscarora,1/31/2024,0.037
Salinas,1/31/2024,0.030
Hansard,1/31/2024,0.040
Jefferson,1/31/2024,0.040
Marie,1/31/2024,0.043
Ella,1/31/2024,0.037
Cristalino,1/31/2024,0.000
Hermanos,1/31/2024,0.030
Bowling,1/31/2024,0.037
Emelina,1/31/2024,0.030
Caden,1/31/2024,0.030
Pasquin,1/31/2024,0.023
Koi,1/31/2024,0.017
Longbranch,1/31/2024,0.040
Coolbaugh,1/31/2024,0.023
Pinkshell,1/31/2024,0.023
Camellia,1/31/2024,0.040
Palmore,1/31/2024,0.037
Brookwood,1/31/2024,0.033
Lithonia,1/31/2024,0.033
Haverhill,1/31/2024,0.000
Woodwind,1/31/2024,0.037
Aspen,1/31/2024,0.000
Thomas,1/31/2024,0.040
Bennett,1/31/2024,0.040
Loop,1/31/2024,0.023
Pickler,1/31/2024,0.033
Benny,1/31/2024,0.037
Montgomery,1/31/2024,0.000
Summerglen,1/31/2024,0.040
Portsmouth,1/31/2024,0.043
Westhaven,1/31/2024,0.043
Cordero,1/31/2024,0.043
Wheeler,1/31/2024,0.043
Watson,1/31/2024,0.040
Holmes,1/31/2024,0.047
Hamblen,1/31/2024,0.040
Ethan,1/31/2024,0.030
Helmerich,1/31/2024,0.037
Claremore,1/31/2024,0.037
Bryant,1/31/2024,0.037
Hancock,1/31/2024,0.033
Wynde,1/31/2024,0.033
Haikey,1/31/2024,0.037
Alta,1/31/2024,0.000
Vita,1/31/2024,0.000
Preciosa,1/31/2024,0.033
Arkoma,1/31/2024,0.037
Gordon,1/31/2024,0.037
Lucas,1/31/2024,0.043
Woodland,1/31/2024,0.047
Macomber,1/31/2024,0.037
Meridian,1/31/2024,0.037
Pongo,1/31/2024,0.033
Perdita,1/31/2024,0.030
Seafoam,1/31/2024,0.023
Tiara,1/31/2024,0.023
Coquina,1/31/2024,0.023
Billingswood,1/31/2024,0.023
Smokey,1/31/2024,0.023
Cove,1/31/2024,0.040
Belvedere,1/31/2024,0.040
Avondale,1/31/2024,0.033
Martell,1/31/2024,0.000
Sandbar,1/31/2024,0.040
Knoll,1/31/2024,0.040
Mycroft,1/31/2024,0.040
Longwoods,1/31/2024,0.033
Louis,1/31/2024,0.033
Fenwick,1/31/2024,0.037
Sims,1/31/2024,0.033
Osceola,1/31/2024,0.033
Augusta,1/31/2024,0.033
Cawley,1/31/2024,0.037
Bella,1/31/2024,0.037
Foster,1/31/2024,0.043
Franklin,1/31/2024,0.030
General,1/31/2024,0.037
Marion,1/31/2024,0.033
Marple,1/31/2024,0.040
Mary,1/31/2024,0.037
Onyx,1/31/2024,0.033
Palmer,1/31/2024,0.033
Porthos,1/31/2024,0.040
Simon,1/31/2024,0.037
Theodore,1/31/2024,0.033
Solstice,1/31/2024,0.043
Chinook,1/31/2024,0.037
Bergenia,1/31/2024,0.037
Felix,1/31/2024,0.037
Oscar,1/31/2024,0.033
Ellen,1/31/2024,0.030
SuiteSpot,1/31/2024,0.040
Alvin,1/31/2024,0.037
Ballinger,1/31/2024,0.034
Briarwood,1/31/2024,0.041
Eastwood,1/31/2024,0.037
Abernant,1/31/2024,0.037
Calvin,1/31/2024,0.037
Fletcher,1/31/2024,0.044
Irene,1/31/2024,0.044
Peterson,1/31/2024,0.041
Richmond,1/31/2024,0.037
Winchester,1/31/2024,0.041
Bean,1/31/2024,0.041
Ellie,1/31/2024,0.044
Antares,1/31/2024,0.033
Bluebell,1/31/2024,0.037
Aramis,1/31/2024,0.034
Barclay,1/31/2024,0.033
Athos,1/31/2024,0.037
Bradford,1/31/2024,0.030
Caterpillar,1/31/2024,0.027
Liberty,1/31/2024,0.040
Mallard,1/31/2024,0.047
Riverwood,1/31/2024,0.033
Roanoke,1/31/2024,0.040
Zane,1/31/2024,0.043
Sherwood,1/31/2024,0.037
Tansel,1/31/2024,0.037
Tytus,1/31/2024,0.040
Williamson,1/31/2024,0.043
Arya,1/31/2024,0.037
Sansa,1/31/2024,0.037
Marcy,1/31/2024,0.037
Haybridge,1/31/2024,0.031
Layla,1/31/2024,0.037
Lola,1/31/2024,0.034
Ratliff,1/31/2024,0.034
Collinison,1/31/2024,0.034
Hardman,1/31/2024,0.034
Pebblestone,1/31/2024,0.034
Keystone,1/31/2024,0.034
Frances,1/31/2024,0.037
Ross,1/31/2024,0.037
Wyndhurst,1/31/2024,0.034
Lierly,2/29/2024,0.077
Soapstone,2/29/2024,0.060
Pecan,2/29/2024,0.067
Patrick,2/29/2024,0.033
Plumtree,2/29/2024,0.077
Chaparral,2/29/2024,0.067
Splash,2/29/2024,0.063
Tuscan,2/29/2024,0.033
Salem,2/29/2024,0.047
Malbec,2/29/2024,0.047
Pinot,2/29/2024,0.050
Luna,2/29/2024,0.050
Kingsley,2/29/2024,0.040
Shoreline,2/29/2024,0.033
Holloway,2/29/2024,0.043
Badminton,2/29/2024,0.027
Eastfair,2/29/2024,0.043
Centennial,2/29/2024,0.037
Mojave,2/29/2024,0.050
Wentworth,2/29/2024,0.063
Cupcake,2/29/2024,0.063
Basil,2/29/2024,0.033
Lallie,2/29/2024,0.022
Dewberry,2/29/2024,0.033
Spencer,2/29/2024,0.043
Summerset,2/29/2024,0.017
Roseberry,2/29/2024,0.037
Windsor,2/29/2024,0.050
Forest,2/29/2024,0.010
Meadow,2/29/2024,0.023
Collinston,2/29/2024,0.000
Saddlebred,2/29/2024,0.020
Odessa,2/29/2024,0.020
Lily,2/29/2024,0.010
Saturn,2/29/2024,0.030
Sugar,2/29/2024,0.027
Coatbridge,2/29/2024,0.033
Lennox,2/29/2024,0.050
Olive,2/29/2024,0.033
Dawson,2/29/2024,0.027
Ridge,2/29/2024,0.047
Bayside,2/29/2024,0.047
Elm,2/29/2024,0.027
River,2/29/2024,0.050
Amber,2/29/2024,0.020
Westchester,2/29/2024,0.043
Limestone,2/29/2024,0.000
Jupiter,2/29/2024,0.023
Weldon,2/29/2024,0.023
Holland,2/29/2024,0.023
Elevation,2/29/2024,0.017
Oly,2/29/2024,0.000
McLovin,2/29/2024,0.033
Matchingham,2/29/2024,0.060
Rooney,2/29/2024,0.023
Diablo,2/29/2024,0.020
KerriAnn,2/29/2024,0.000
Sigma,2/29/2024,0.030
Grant,2/29/2024,0.033
Bandelier,2/29/2024,0.023
Ensenada,2/29/2024,0.033
Davidson,2/29/2024,0.023
Vernon,2/29/2024,0.030
Murphy,2/29/2024,0.000
Dolittle,2/29/2024,0.033
Butter,2/29/2024,0.037
Ribbonwalk,2/29/2024,0.023
Scepter,2/29/2024,0.023
Delta,2/29/2024,0.010
Saint,2/29/2024,0.040
Lovejoy,2/29/2024,0.033
Emporia,2/29/2024,0.027
Wave,2/29/2024,0.010
Tuxford,2/29/2024,0.027
Greenhill,2/29/2024,0.040
Kawana,2/29/2024,0.037
Chelsea,2/29/2024,0.040
Terracotta,2/29/2024,0.040
Otoro,2/29/2024,0.000
Hollandaise,2/29/2024,0.000
Hadden,2/29/2024,0.050
Avebury,2/29/2024,0.030
Tulip,2/29/2024,0.027
Jack,2/29/2024,0.023
Bedford,2/29/2024,0.053
Louise,2/29/2024,0.043
Gardens,2/29/2024,0.040
Peanut,2/29/2024,0.033
100,2/29/2024,0.030
Grove,2/29/2024,0.023
Lanier,2/29/2024,0.030
Mammoth,2/29/2024,0.000
McGregor,2/29/2024,0.027
Point,2/29/2024,0.030
Roxy,2/29/2024,0.020
Wisteria,2/29/2024,0.020
Heron,2/29/2024,0.027
Stonebriar,2/29/2024,0.023
Heritage,2/29/2024,0.027
Magnolia,2/29/2024,0.027
Kirkwood,2/29/2024,0.023
Rosewood,2/29/2024,0.020
Apollo,2/29/2024,0.027
Baron,2/29/2024,0.017
Swift,2/29/2024,0.023
Wescott,2/29/2024,0.017
Wildwood,2/29/2024,0.027
Madison,2/29/2024,0.020
Abbington,2/29/2024,0.017
Burlington,2/29/2024,0.017
Lannister,2/29/2024,0.023
Nugget,2/29/2024,0.023
Pearl,2/29/2024,0.027
Hines,2/29/2024,0.023
Ritter,2/29/2024,0.010
101,2/29/2024,0.010
Jake,2/29/2024,0.017
Holcomb,2/29/2024,0.023
Latte,2/29/2024,0.020
Dunbar,2/29/2024,0.017
Lookout,2/29/2024,0.023
Reynolds,2/29/2024,0.023
Kennesaw,2/29/2024,0.020
Pioneer,2/29/2024,0.017
Bazzel,2/29/2024,0.017
June,2/29/2024,0.017
Johnny,2/29/2024,0.020
Osprey,2/29/2024,0.020
Riverwalk,2/29/2024,0.017
Collier,2/29/2024,0.023
Folly,2/29/2024,0.023
Dorchester,2/29/2024,0.023
Dogwood,2/29/2024,0.030
Walton,2/29/2024,0.020
Clover,2/29/2024,0.000
Dolly,2/29/2024,0.010
Kenny,2/29/2024,0.000
Creekside,2/29/2024,0.033
Willow,2/29/2024,0.030
Wilson,2/29/2024,0.030
Daisy,2/29/2024,0.030
Henry,2/29/2024,0.000
Sodalis,2/29/2024,0.020
Loretta,2/29/2024,0.010
Conway,2/29/2024,0.000
Belle,2/29/2024,0.017
Chitwood,2/29/2024,0.030
Spring,2/29/2024,0.030
Highland,2/29/2024,0.023
Wellington,2/29/2024,0.030
Braxton,2/29/2024,0.040
Reginald,2/29/2024,0.017
Camino,2/29/2024,0.033
Winston,2/29/2024,0.030
Inglewood,2/29/2024,0.000
Richardson,2/29/2024,0.030
Cumberland,2/29/2024,0.030
Bonneau,2/29/2024,0.023
Blossom,2/29/2024,0.033
Marcelo,2/29/2024,0.037
Taylor,2/29/2024,0.020
Aster,2/29/2024,0.017
Quincy,2/29/2024,0.020
Jill,2/29/2024,0.027
Marietta,2/29/2024,0.027
Mae,2/29/2024,0.030
Chester,2/29/2024,0.020
Shallowford,2/29/2024,0.027
Cypress,2/29/2024,0.020
Harrison,2/29/2024,0.020
Piedmont,2/29/2024,0.020
Kessler,2/29/2024,0.017
Creekwood,2/29/2024,0.020
Oasis,2/29/2024,0.037
Pointbreak,2/29/2024,0.017
Hammock,2/29/2024,0.017
Ace,2/29/2024,0.043
Cardinal,2/29/2024,0.043
Orchard,2/29/2024,0.017
Mirage,2/29/2024,0.020
Hansel,2/29/2024,0.027
Falcon,2/29/2024,0.040
Eagle,2/29/2024,0.043
Goose,2/29/2024,0.047
Cactus,2/29/2024,0.043
Opry,2/29/2024,0.030
Gretal,2/29/2024,0.027
Mimosa,2/29/2024,0.040
Redondo,2/29/2024,0.027
Sundance,2/29/2024,0.030
Lakeridge,2/29/2024,0.017
Serenity,2/29/2024,0.050
Sugarcreek,2/29/2024,0.017
Palm,2/29/2024,0.017
Chickamauga,2/29/2024,0.033
Sequoyah,2/29/2024,0.000
Havasu,2/29/2024,0.027
Litton,2/29/2024,0.037
Brainerd,2/29/2024,0.037
Brooklyn,2/29/2024,0.030
Regal,2/29/2024,0.033
Lurleen,2/29/2024,0.040
Haven,2/29/2024,0.033
Regency,2/29/2024,0.043
Sunnyside,2/29/2024,0.047
Korin,2/29/2024,0.040
Dops,2/29/2024,0.040
Lodge,2/29/2024,0.037
Chilhowee,2/29/2024,0.040
Sheezy,2/29/2024,0.047
Myrtle,2/29/2024,0.023
Kinlani,2/29/2024,0.040
Hickorybear,2/29/2024,0.040
Brennan,2/29/2024,0.013
Sajni,2/29/2024,0.040
Tuscarora,2/29/2024,0.037
Salinas,2/29/2024,0.030
Hansard,2/29/2024,0.040
Jefferson,2/29/2024,0.040
Marie,2/29/2024,0.043
Ella,2/29/2024,0.037
Cristalino,2/29/2024,0.010
Hermanos,2/29/2024,0.030
Bowling,2/29/2024,0.037
Emelina,2/29/2024,0.030
Caden,2/29/2024,0.030
Pasquin,2/29/2024,0.023
Koi,2/29/2024,0.017
Longbranch,2/29/2024,0.040
Coolbaugh,2/29/2024,0.023
Pinkshell,2/29/2024,0.023
Camellia,2/29/2024,0.040
Palmore,2/29/2024,0.037
Brookwood,2/29/2024,0.033
Lithonia,2/29/2024,0.033
Haverhill,2/29/2024,0.000
Woodwind,2/29/2024,0.037
Aspen,2/29/2024,0.017
Thomas,2/29/2024,0.040
Bennett,2/29/2024,0.040
Loop,2/29/2024,0.023
Pickler,2/29/2024,0.033
Benny,2/29/2024,0.037
Montgomery,2/29/2024,0.000
Summerglen,2/29/2024,0.040
Portsmouth,2/29/2024,0.043
Westhaven,2/29/2024,0.043
Cordero,2/29/2024,0.043
Wheeler,2/29/2024,0.043
Watson,2/29/2024,0.040
Holmes,2/29/2024,0.047
Hamblen,2/29/2024,0.040
Ethan,2/29/2024,0.030
Helmerich,2/29/2024,0.037
Claremore,2/29/2024,0.037
Bryant,2/29/2024,0.037
Hancock,2/29/2024,0.033
Wynde,2/29/2024,0.033
Haikey,2/29/2024,0.037
Alta,2/29/2024,0.000
Vita,2/29/2024,0.000
Preciosa,2/29/2024,0.033
Arkoma,2/29/2024,0.037
Gordon,2/29/2024,0.037
Lucas,2/29/2024,0.043
Woodland,2/29/2024,0.047
Macomber,2/29/2024,0.037
Meridian,2/29/2024,0.037
Pongo,2/29/2024,0.033
Perdita,2/29/2024,0.030
Seafoam,2/29/2024,0.023
Tiara,2/29/2024,0.023
Coquina,2/29/2024,0.023
Billingswood,2/29/2024,0.023
Smokey,2/29/2024,0.023
Cove,2/29/2024,0.040
Belvedere,2/29/2024,0.040
Avondale,2/29/2024,0.033
Martell,2/29/2024,0.027
Sandbar,2/29/2024,0.040
Knoll,2/29/2024,0.040
Mycroft,2/29/2024,0.040
Longwoods,2/29/2024,0.033
Louis,2/29/2024,0.033
Fenwick,2/29/2024,0.037
Sims,2/29/2024,0.033
Osceola,2/29/2024,0.033
Augusta,2/29/2024,0.033
Cawley,2/29/2024,0.037
Bella,2/29/2024,0.037
Foster,2/29/2024,0.043
Franklin,2/29/2024,0.030
General,2/29/2024,0.037
Marion,2/29/2024,0.033
Marple,2/29/2024,0.040
Mary,2/29/2024,0.037
Onyx,2/29/2024,0.033
Palmer,2/29/2024,0.033
Porthos,2/29/2024,0.040
Simon,2/29/2024,0.037
Theodore,2/29/2024,0.033
Solstice,2/29/2024,0.043
Chinook,2/29/2024,0.037
Bergenia,2/29/2024,0.037
Felix,2/29/2024,0.037
Oscar,2/29/2024,0.033
Ellen,2/29/2024,0.030
SuiteSpot,2/29/2024,0.040
Alvin,2/29/2024,0.037
Ballinger,2/29/2024,0.034
Briarwood,2/29/2024,0.041
Eastwood,2/29/2024,0.037
Abernant,2/29/2024,0.037
Calvin,2/29/2024,0.037
Fletcher,2/29/2024,0.044
Irene,2/29/2024,0.044
Peterson,2/29/2024,0.041
Richmond,2/29/2024,0.037
Winchester,2/29/2024,0.041
Bean,2/29/2024,0.041
Ellie,2/29/2024,0.044
Antares,2/29/2024,0.033
Bluebell,2/29/2024,0.037
Aramis,2/29/2024,0.034
Barclay,2/29/2024,0.033
Athos,2/29/2024,0.037
Bradford,2/29/2024,0.030
Caterpillar,2/29/2024,0.027
Liberty,2/29/2024,0.040
Mallard,2/29/2024,0.047
Riverwood,2/29/2024,0.033
Roanoke,2/29/2024,0.040
Zane,2/29/2024,0.043
Sherwood,2/29/2024,0.037
Tansel,2/29/2024,0.037
Tytus,2/29/2024,0.040
Williamson,2/29/2024,0.043
Arya,2/29/2024,0.037
Sansa,2/29/2024,0.037
Marcy,2/29/2024,0.037
Haybridge,2/29/2024,0.031
Layla,2/29/2024,0.037
Lola,2/29/2024,0.034
Ratliff,2/29/2024,0.034
Collinison,2/29/2024,0.034
Hardman,2/29/2024,0.034
Pebblestone,2/29/2024,0.034
Keystone,2/29/2024,0.034
Frances,2/29/2024,0.037
Ross,2/29/2024,0.037
Wyndhurst,2/29/2024,0.034
Vanzant,2/29/2024,0.029
Lierly,3/31/2024,0.077
Soapstone,3/31/2024,0.06
Pecan,3/31/2024,0.067
Patrick,3/31/2024,0.033
Plumtree,3/31/2024,0.077
Chaparral,3/31/2024,0.067
Splash,3/31/2024,0.063
Tuscan,3/31/2024,0.033
Salem,3/31/2024,0.047
Malbec,3/31/2024,0.047
Pinot,3/31/2024,0.05
Luna,3/31/2024,0
Kingsley,3/31/2024,0.04
Shoreline,3/31/2024,0.033
Holloway,3/31/2024,0.043
Badminton,3/31/2024,0.027
Eastfair,3/31/2024,0.043
Centennial,3/31/2024,0.037
Mojave,3/31/2024,0.05
Wentworth,3/31/2024,0.063
Cupcake,3/31/2024,0.063
Basil,3/31/2024,0.033
Lallie,3/31/2024,0.022
Dewberry,3/31/2024,0.033
Spencer,3/31/2024,0.043
Summerset,3/31/2024,0.017
Roseberry,3/31/2024,0.037
Windsor,3/31/2024,0.05
Forest,3/31/2024,0.01
Meadow,3/31/2024,0.023
Collinston,3/31/2024,0
Saddlebred,3/31/2024,0.02
Odessa,3/31/2024,0.02
Lily,3/31/2024,0.01
Saturn,3/31/2024,0.03
Sugar,3/31/2024,0.027
Coatbridge,3/31/2024,0.033
Lennox,3/31/2024,0.05
Olive,3/31/2024,0.033
Dawson,3/31/2024,0.027
Ridge,3/31/2024,0.047
Bayside,3/31/2024,0.047
Elm,3/31/2024,0.027
River,3/31/2024,0.05
Amber,3/31/2024,0.02
Westchester,3/31/2024,0.043
Limestone,3/31/2024,0
Jupiter,3/31/2024,0
Weldon,3/31/2024,0.023
Holland,3/31/2024,0.023
Elevation,3/31/2024,0.017
Oly,3/31/2024,0.017
McLovin,3/31/2024,0.033
Matchingham,3/31/2024,0.06
Rooney,3/31/2024,0.023
Diablo,3/31/2024,0.02
KerriAnn,3/31/2024,0
Sigma,3/31/2024,0.03
Grant,3/31/2024,0.033
Bandelier,3/31/2024,0.023
Ensenada,3/31/2024,0
Davidson,3/31/2024,0.023
Vernon,3/31/2024,0.03
Murphy,3/31/2024,0
Dolittle,3/31/2024,0.033
Butter,3/31/2024,0.037
Ribbonwalk,3/31/2024,0.023
Scepter,3/31/2024,0.023
Delta,3/31/2024,0.01
Saint,3/31/2024,0.04
Lovejoy,3/31/2024,0.033
Emporia,3/31/2024,0.027
Wave,3/31/2024,0.01
Tuxford,3/31/2024,0
Greenhill,3/31/2024,0.04
Kawana,3/31/2024,0.037
Chelsea,3/31/2024,0.04
Terracotta,3/31/2024,0.04
Otoro,3/31/2024,0
Hollandaise,3/31/2024,0
Hadden,3/31/2024,0.05
Avebury,3/31/2024,0.03
Tulip,3/31/2024,0.027
Jack,3/31/2024,0.023
Bedford,3/31/2024,0.053
Louise,3/31/2024,0.043
Gardens,3/31/2024,0.04
Peanut,3/31/2024,0.033
100,3/31/2024,0.03
Grove,3/31/2024,0.023
Lanier,3/31/2024,0.03
Mammoth,3/31/2024,0
McGregor,3/31/2024,0.027
Point,3/31/2024,0
Roxy,3/31/2024,0.02
Wisteria,3/31/2024,0.02
Heron,3/31/2024,0.027
Stonebriar,3/31/2024,0.023
Heritage,3/31/2024,0.027
Magnolia,3/31/2024,0.027
Kirkwood,3/31/2024,0.023
Rosewood,3/31/2024,0.02
Apollo,3/31/2024,0.027
Baron,3/31/2024,0.017
Swift,3/31/2024,0.023
Wescott,3/31/2024,0.017
Wildwood,3/31/2024,0.027
Madison,3/31/2024,0.02
Abbington,3/31/2024,0.017
Burlington,3/31/2024,0.017
Lannister,3/31/2024,0.023
Nugget,3/31/2024,0.023
Pearl,3/31/2024,0.027
Hines,3/31/2024,0.023
Ritter,3/31/2024,0.01
101,3/31/2024,0.01
Jake,3/31/2024,0.017
Holcomb,3/31/2024,0.023
Latte,3/31/2024,0.02
Dunbar,3/31/2024,0
Lookout,3/31/2024,0.023
Reynolds,3/31/2024,0.023
Kennesaw,3/31/2024,0.02
Pioneer,3/31/2024,0.017
Bazzel,3/31/2024,0.017
June,3/31/2024,0.017
Johnny,3/31/2024,0.02
Osprey,3/31/2024,0.02
Riverwalk,3/31/2024,0.017
Collier,3/31/2024,0.023
Folly,3/31/2024,0.023
Dorchester,3/31/2024,0.023
Dogwood,3/31/2024,0.03
Walton,3/31/2024,0.02
Clover,3/31/2024,0.027
Dolly,3/31/2024,0
Kenny,3/31/2024,0
Creekside,3/31/2024,0.033
Willow,3/31/2024,0.03
Wilson,3/31/2024,0.03
Daisy,3/31/2024,0.03
Henry,3/31/2024,0
Sodalis,3/31/2024,0.02
Loretta,3/31/2024,0.01
Conway,3/31/2024,0.01
Belle,3/31/2024,0.017
Chitwood,3/31/2024,0.03
Spring,3/31/2024,0.03
Highland,3/31/2024,0.023
Wellington,3/31/2024,0.03
Braxton,3/31/2024,0.04
Reginald,3/31/2024,0.017
Camino,3/31/2024,0.033
Winston,3/31/2024,0.03
Inglewood,3/31/2024,0.017
Richardson,3/31/2024,0.03
Cumberland,3/31/2024,0.03
Bonneau,3/31/2024,0.023
Blossom,3/31/2024,0.033
Marcelo,3/31/2024,0.037
Taylor,3/31/2024,0.02
Aster,3/31/2024,0.017
Quincy,3/31/2024,0
Jill,3/31/2024,0.027
Marietta,3/31/2024,0
Mae,3/31/2024,0.03
Chester,3/31/2024,0.02
Shallowford,3/31/2024,0.027
Cypress,3/31/2024,0.02
Harrison,3/31/2024,0.02
Piedmont,3/31/2024,0.02
Kessler,3/31/2024,0.017
Creekwood,3/31/2024,0.02
Oasis,3/31/2024,0.03
Pointbreak,3/31/2024,0.017
Hammock,3/31/2024,0.017
Ace,3/31/2024,0.043
Cardinal,3/31/2024,0.043
Orchard,3/31/2024,0.017
Mirage,3/31/2024,0.02
Hansel,3/31/2024,0.027
Falcon,3/31/2024,0.04
Eagle,3/31/2024,0.043
Goose,3/31/2024,0.047
Cactus,3/31/2024,0.043
Opry,3/31/2024,0.027
Gretal,3/31/2024,0.027
Mimosa,3/31/2024,0.04
Redondo,3/31/2024,0.027
Sundance,3/31/2024,0.03
Lakeridge,3/31/2024,0.017
Serenity,3/31/2024,0.043
Sugarcreek,3/31/2024,0.017
Palm,3/31/2024,0.017
Chickamauga,3/31/2024,0.033
Sequoyah,3/31/2024,0
Havasu,3/31/2024,0.02
Litton,3/31/2024,0.037
